"TOTAL_SESSIONS","TOTAL_USAGE","X209_SESSION_COUNT","X209_USAGE","X210_SESSION_COUNT","X210_USAGE","CONTRACT_KEY","LOCAL_USAGE","ROAMING_SESSIONS_COUNT","WEEK_DAY_SESSIONS","WEEK_END_CONSUMPTION","WEEK_END_SESSIONS","WEEK_DAY_CONSUMPTION","TARGET"
425,1133,65,178,101,339,147702832,0,0,0,0,0,0,0
1116,3428,196,817,122,352,147702839,351,0,78,161,44,163,0
123,3,2,1,1,1,147702919,0,0,0,0,0,0,0
74,276,4,4,22,56,147702927,0,0,0,0,0,0,0
430,3754,115,1248,19,421,147702935,0,0,0,0,0,0,1
2828,320,1212,156,10,9,147702942,0,0,0,0,0,0,0
1254,6452,631,3408,578,3348,147702949,0,0,0,0,0,0,1
1364,2281,768,1449,979,2566,147702951,0,0,0,0,0,0,1
6023,6295,3090,1761,3414,1382,147702980,0,0,0,0,0,0,0
569,3440,161,870,116,348,147703081,0,0,0,0,0,0,0
292,645,83,266,133,349,147703175,0,0,0,0,0,0,0
1044,3693,259,1214,312,1408,147703208,0,0,0,0,0,0,0
490,755,151,252,771,352,147703213,0,0,0,0,0,0,0
216,1789,29,251,41,254,147703226,0,0,0,0,0,0,0
75,212,6,24,5,10,147703228,0,0,0,0,0,0,0
391,751,124,183,112,264,147703314,0,0,0,0,0,0,0
102,687,25,92,21,208,147703362,0,0,0,0,0,0,0
3175,13126,1230,6097,658,5335,147703376,0,0,0,0,0,0,0
1039,2387,184,352,192,971,147703390,970,21,118,386,74,562,0
577,21287,90,3226,116,3673,147703428,3672,0,82,1235,34,2404,0
2208,8581,698,2605,1152,2457,147703434,2456,0,834,867,318,1490,0
1203,1953,140,144,261,400,147703440,338,21,134,82,127,268,0
921,727,150,150,106,318,147703462,0,0,0,0,0,0,0
1098,4004,212,1027,264,871,147703575,870,0,196,310,68,492,0
4732,5251,1131,3742,1098,2936,147703602,0,0,0,0,0,0,1
1658,9605,561,2995,462,2529,147703628,0,0,0,0,0,0,1
6017,5329,1483,1965,582,3435,147703700,0,0,0,0,0,0,0
287,612,75,120,122,131,147703751,0,0,0,0,0,0,0
414,880,206,652,40,77,147703810,0,0,0,0,0,0,0
6523,8779,1521,7206,3626,2353,147703829,2352,0,2629,675,997,1550,0
42,279,56,206,59,170,147703831,0,0,0,0,0,0,0
6205,13239,1708,2701,1831,1430,147703837,0,0,0,0,0,0,0
288,2351,133,713,79,961,147703838,0,0,0,0,0,0,1
195,611,57,181,113,413,147703840,0,0,0,0,0,0,0
2994,32336,1031,15332,944,16708,147703849,16707,0,711,6910,233,9706,1
130,302,55,232,61,134,147703867,0,0,0,0,0,0,0
1172,11909,717,3575,1690,3604,147703883,3603,0,1225,785,465,2765,0
2198,229,61,6,466,47,147703906,46,0,365,3,101,18,0
6348,13365,4161,3846,4513,9819,147703917,9818,0,3159,1096,1354,8651,1
1815,5854,1243,4389,1099,4153,147703921,4152,0,770,1382,329,2721,1
1423,7052,476,2179,515,2514,147703925,0,0,0,0,0,0,0
380,1782,163,1570,162,1150,147703927,0,0,0,0,0,0,1
1295,2832,472,825,456,1225,147703928,1224,0,276,448,180,695,0
828,3620,318,1810,193,1033,147703933,0,0,0,0,0,0,1
2849,13667,232,4755,140,665,147704096,0,0,0,0,0,0,0
6226,1124,3514,471,4126,330,147704119,329,0,2980,62,1146,231,0
1002,6448,527,2312,979,12533,147704133,12532,0,753,2117,226,10293,0
670,3344,116,1281,124,1216,147704170,1186,8,102,99,22,1087,0
1016,3861,476,1252,371,986,147704173,985,0,212,424,159,456,0
1801,2818,360,648,539,851,147704199,850,0,376,231,163,512,0
1018,5060,211,190,458,23,147779297,0,0,0,0,0,0,0
234,640,103,253,37,251,147779306,0,0,0,0,0,0,0
717,3028,125,961,163,585,147779310,584,0,117,122,46,411,1
2054,11133,722,5215,374,2487,147779335,0,0,0,0,0,0,0
2840,7239,16,2,558,2380,147779359,0,0,0,0,0,0,0
559,2439,111,831,203,419,147779382,418,0,181,132,22,268,0
4970,3852,411,1061,221,648,147779426,0,0,0,0,0,0,0
3591,5788,863,1348,849,1059,147779427,1058,1,616,182,233,769,0
2136,8360,775,2899,338,1886,147779470,0,0,0,0,0,0,0
127,14216,38,9532,32,2444,147779472,0,0,0,0,0,0,1
355,6336,189,5867,129,692,147779476,0,0,0,0,0,0,1
1026,4212,242,748,295,1949,147779479,0,0,0,0,0,0,1
380,5441,105,1067,115,2103,147779480,0,0,0,0,0,0,1
4293,13039,1981,3502,1203,2660,147779482,0,0,0,0,0,0,0
469,2506,178,1406,142,1081,147779486,0,0,0,0,0,0,0
189,752,42,250,14,251,147779490,0,0,0,0,0,0,0
200,754,154,471,87,215,147779492,0,0,0,0,0,0,0
5029,4082,4440,1893,4166,1580,147779503,0,0,0,0,0,0,1
208,920,174,867,102,689,147779511,0,0,0,0,0,0,0
12459,1220,4291,420,4094,402,147779534,0,0,0,0,0,0,0
170,393,58,185,49,144,147779536,0,0,0,0,0,0,0
85,7086,57,2541,33,2509,147779552,0,0,0,0,0,0,0
82,518,12,327,15,61,147779561,60,0,15,0,0,54,0
496,1447,249,1263,142,514,147779565,0,0,0,0,0,0,0
11088,1081,2848,278,4373,427,147779566,0,0,0,0,0,0,0
8300,814,3521,344,2809,275,147779577,0,0,0,0,0,0,0
11616,1136,4764,466,4204,411,147779579,0,0,0,0,0,0,0
8497,14739,2322,1572,2989,3256,147779585,0,0,0,0,0,0,1
366,714,93,230,39,98,147779596,0,0,0,0,0,0,0
230,430,149,337,39,66,147779598,0,0,0,0,0,0,0
888,5803,253,1621,194,807,147779599,0,0,0,0,0,0,0
13108,1282,4949,484,4573,447,147779606,0,0,0,0,0,0,0
299,1586,118,664,72,555,147779609,0,0,0,0,0,0,0
355,14849,101,8508,94,4760,147779620,0,0,0,0,0,0,0
6172,10365,2176,2616,2091,1873,147779623,1872,0,1493,326,598,1458,0
252,619,76,181,41,112,147779626,0,0,0,0,0,0,0
216,8563,31,164,11,2,147779630,0,0,0,0,0,0,0
1358,12194,806,3280,664,4694,147779647,4037,105,512,1009,152,3542,0
8705,853,4370,427,4960,485,147779648,0,0,0,0,0,0,0
3774,67,932,19,694,17,147779655,0,0,0,0,0,0,0
3760,66,876,19,816,17,147779656,0,0,0,0,0,0,0
264,753,22,251,35,251,147779658,0,0,0,0,0,0,0
294,748,121,159,369,349,147779660,0,0,0,0,0,0,0
80,9,120,4,166,2,147779667,0,0,0,0,0,0,0
634,10172,158,4398,115,2314,147779671,0,0,0,0,0,0,1
695,14897,334,6630,259,4227,147779679,4226,0,187,1024,72,3145,0
1311,7076,506,5038,422,2793,147779691,0,0,0,0,0,0,1
449,10222,324,6874,144,2768,147779695,0,0,0,0,0,0,1
76,393,134,526,89,264,147779707,0,0,0,0,0,0,0
93,1015,8,63,11,89,147779716,0,0,0,0,0,0,0
3872,403,4186,410,4119,405,147779718,0,0,0,0,0,0,0
167,753,94,252,54,251,147779725,0,0,0,0,0,0,0
3466,441,356,80,1169,155,147779726,0,0,0,0,0,0,0
3949,68,757,18,709,17,147779740,0,0,0,0,0,0,0
3882,69,799,18,740,17,147779741,0,0,0,0,0,0,0
604,653,62,43,134,262,147779748,0,0,0,0,0,0,0
1321,13155,562,5358,627,5774,147779749,5773,0,496,2109,131,3555,0
4127,70,1000,20,783,17,147779750,0,0,0,0,0,0,0
2268,6874,1011,1683,810,2064,147779754,0,0,0,0,0,0,0
8298,816,4020,394,4082,400,147779755,0,0,0,0,0,0,0
3852,377,3790,370,4414,431,147779757,0,0,0,0,0,0,0
1080,5668,552,2908,397,2001,147779760,0,0,0,0,0,0,1
11480,1123,4195,410,4262,417,147779765,0,0,0,0,0,0,0
671,3764,7,1,217,2320,147779769,0,0,0,0,0,0,1
3516,32980,803,7386,865,9807,147779773,9806,0,605,2758,260,6891,0
173,492,123,295,44,60,147779778,0,0,0,0,0,0,0
8138,797,3443,337,4263,417,147779787,0,0,0,0,0,0,0
157,10660,52,2557,44,1233,147779794,0,0,0,0,0,0,0
8376,819,3826,374,3422,335,147779795,0,0,0,0,0,0,0
9170,898,4166,407,4504,440,147779796,0,0,0,0,0,0,0
7134,6034,2857,4660,3666,3366,147779797,0,0,0,0,0,0,0
12318,1205,4648,454,4875,477,147779798,0,0,0,0,0,0,0
239,4958,35,1342,31,4840,147779807,0,0,0,0,0,0,0
8993,9804,3723,4142,3934,1632,147779813,1631,0,2744,406,1190,1138,0
212,12789,121,5529,132,5200,147779816,0,0,0,0,0,0,1
16,754,18,2380,31,3125,147779818,0,0,0,0,0,0,1
39,66,2,2,1,1,147779864,0,0,0,0,0,0,0
54,3555,30,1180,10,1304,147779872,0,0,0,0,0,0,0
1031,4679,320,701,310,1504,147779901,0,0,0,0,0,0,0
4694,6293,1305,3682,948,4089,147779936,4088,2,658,1858,291,2129,0
694,1427,9,3,465,2616,147779948,0,0,0,0,0,0,1
300,8457,64,1283,93,1538,147779952,0,0,0,0,0,0,0
737,2694,483,1533,503,1144,147779966,0,0,0,0,0,0,0
3854,3510,717,1324,1197,3329,147779968,3328,0,777,862,420,2366,1
747,1405,75,33,251,1280,147780020,0,0,0,0,0,0,0
32,414,8,296,27,838,147780024,837,0,27,0,0,830,0
12269,1200,4663,456,4793,469,147780054,0,0,0,0,0,0,0
848,1552,159,456,321,788,147780061,0,0,0,0,0,0,0
250,946,135,1378,309,3244,147780063,3243,0,272,317,37,2831,0
298,2408,38,131,53,32,147780079,31,0,53,0,0,20,1
3089,9805,2704,5046,1274,2430,147780080,2429,0,1148,208,126,2152,0
8080,791,2392,234,2230,218,147780122,0,0,0,0,0,0,0
9392,918,2732,267,2564,251,147780123,0,0,0,0,0,0,0
8934,874,2535,248,2614,256,147780124,0,0,0,0,0,0,0
9496,11787,3018,5506,2520,3925,147780134,3924,0,1834,1196,686,2607,1
67,499,37,314,53,265,147780151,0,0,0,0,0,0,1
586,2157,63,703,117,1143,147780201,0,0,0,0,0,0,0
925,5325,417,1689,100,212,147780203,0,0,0,0,0,0,0
6420,6018,3124,3236,4059,4130,147780210,0,0,0,0,0,0,1
603,7132,241,1468,212,1308,147780230,0,0,0,0,0,0,0
264,8172,11,639,8,1228,147780231,0,0,0,0,0,0,1
569,2241,176,617,116,505,147780241,0,0,0,0,0,0,0
1562,7689,436,2763,322,2753,147780247,2752,0,269,849,53,1833,1
1653,15046,505,3050,1177,4993,147780277,4992,0,947,1719,230,3204,1
5829,14048,2326,4176,2232,3134,147780292,0,0,0,0,0,0,0
7,3,5,1,3,1,147780296,0,0,0,0,0,0,0
617,754,94,252,173,266,147780310,0,0,0,0,0,0,0
4748,40597,2807,7754,2271,4269,147780314,0,0,0,0,0,0,0
49,5549,35,5988,40,2465,147780315,0,0,0,0,0,0,1
13917,118,3634,355,4582,448,147780316,0,0,0,0,0,0,0
13295,109,3787,370,4666,456,147780321,0,0,0,0,0,0,0
12640,105,3326,325,2987,292,147780322,0,0,0,0,0,0,0
207,1600,117,1294,85,946,147780334,0,0,0,0,0,0,0
1809,2382,425,556,445,1393,147780338,0,0,0,0,0,0,0
14607,134,4048,396,4633,453,147780342,0,0,0,0,0,0,0
1692,5471,318,1483,285,1570,147780347,0,0,0,0,0,0,0
1328,1776,401,745,768,547,147780355,0,0,0,0,0,0,0
505,7189,43,1171,74,2504,147780357,0,0,0,0,0,0,0
887,7068,439,1419,374,981,147780432,0,0,0,0,0,0,0
10399,11403,5138,5335,5079,2757,147780445,0,0,0,0,0,0,0
56,118,22,200,24,128,147780448,0,0,0,0,0,0,0
8190,2532,3222,2005,3565,1098,147780469,0,0,0,0,0,0,0
1408,1641,344,532,246,195,147780484,0,0,0,0,0,0,1
615,399,55,40,19,6,147780499,5,0,17,2,2,0,0
220,805,158,554,133,175,147780509,0,0,0,0,0,0,0
616,92,868,535,176,270,147780510,0,0,0,0,0,0,0
55,1343,15,461,9,69,147780527,68,0,9,0,0,66,0
383,17,324,259,1,1,147780528,0,0,0,0,0,0,0
636,5626,163,1604,316,2192,147780558,0,0,0,0,0,0,0
490,2865,192,690,167,807,147780563,0,0,0,0,0,0,0
668,3740,291,1591,253,1079,147780564,0,0,0,0,0,0,0
104,873,9,31,72,636,147780570,0,0,0,0,0,0,0
6738,8099,2558,4449,2824,2669,147780584,2668,0,2087,1019,737,1564,1
125,4445,60,3469,126,11598,147780623,0,0,0,0,0,0,1
2516,20632,934,8563,731,5318,147780635,0,0,0,0,0,0,0
473,934,99,174,146,335,147780637,334,0,97,65,49,218,0
22,3,3,1,1,1,147780640,0,0,0,0,0,0,0
1983,7097,650,2961,555,7106,147780641,0,0,0,0,0,0,0
6062,5664,3498,1277,3203,1319,147780655,0,0,0,0,0,0,1
7831,24535,2337,3693,1722,6989,147780657,6988,0,1289,1589,433,5346,0
625,4695,97,2099,151,2238,147780659,0,0,0,0,0,0,1
515,10588,125,446,252,3783,147780670,0,0,0,0,0,0,0
24,2411,4,1475,21,802,147780693,0,0,0,0,0,0,0
1949,9342,590,2540,571,1649,147780696,0,0,0,0,0,0,0
767,17944,282,5294,257,3029,147780731,0,0,0,0,0,0,1
2179,217,693,70,835,86,147780761,0,0,0,0,0,0,0
156,717,477,404,47,152,147780830,0,0,0,0,0,0,0
693,6888,262,4349,242,2063,147780836,0,0,0,0,0,0,0
275,528,178,704,105,435,147780861,0,0,0,0,0,0,0
189,440,216,4359,162,3928,147780865,0,0,0,0,0,0,0
1936,198,535,51,638,62,147780874,0,0,0,0,0,0,0
5,4,1,1,1,1,147780886,0,0,0,0,0,0,0
2975,3175,413,2449,741,3138,147780893,0,0,0,0,0,0,0
1203,4250,54,31,72,43,147780912,0,0,0,0,0,0,0
829,6010,90,402,328,1877,147780920,0,0,0,0,0,0,0
1447,9184,400,2216,433,3010,147780926,0,0,0,0,0,0,0
130,2059,78,1175,30,445,147780929,0,0,0,0,0,0,0
1223,47928,196,4432,552,11994,147780933,11993,0,487,150,65,11790,1
2231,24076,784,4553,904,5504,147780981,0,0,0,0,0,0,0
924,2404,240,1321,198,595,147780985,0,0,0,0,0,0,0
1859,6538,740,3808,586,3677,147781002,0,0,0,0,0,0,1
315,1821,69,1359,27,163,147781004,0,0,0,0,0,0,1
198,29,33,4,39,6,147781039,0,0,0,0,0,0,0
8718,13485,2850,1880,2831,2231,147781072,0,0,0,0,0,0,0
1501,10971,377,3600,471,2436,147781081,0,0,0,0,0,0,0
553,1218,97,252,90,268,147781082,0,0,0,0,0,0,0
1255,2656,787,453,466,708,147781089,0,0,0,0,0,0,1
1773,4579,2192,738,1206,1936,147781094,0,0,0,0,0,0,0
3564,4209,542,728,308,499,147781127,0,0,0,0,0,0,0
420,3093,113,515,180,1130,147781133,0,0,0,0,0,0,0
3605,3687,1288,1432,1920,928,147781140,927,0,1234,319,686,529,0
1283,6231,491,3708,582,6037,147781146,6036,0,494,1781,88,4196,1
1189,1232,665,322,863,391,147781171,0,0,0,0,0,0,0
2832,9377,2207,10624,1188,7385,147781176,0,0,0,0,0,0,0
132,443,8,69,46,184,147781191,0,0,0,0,0,0,0
46,541,7,171,5,251,147781193,0,0,0,0,0,0,0
677,19263,45,3676,5,55,147781212,0,0,0,0,0,0,0
1273,5671,1079,1638,1228,1870,147781222,0,0,0,0,0,0,0
7166,5570,2344,1167,1951,2242,147781227,1433,1071,1382,510,569,1642,1
1940,8978,1846,4101,2013,2451,147781298,0,0,0,0,0,0,1
788,21018,241,5211,52,3801,147781309,0,0,0,0,0,0,0
306,750,95,452,34,192,147781317,0,0,0,0,0,0,0
610,2144,336,1111,245,1189,147781324,1188,0,213,166,32,988,0
8579,6660,4028,2731,3665,2227,147781325,0,0,0,0,0,0,0
12150,9468,5140,3506,4629,1636,147781333,0,0,0,0,0,0,0
497,6525,168,2255,114,2910,147781334,0,0,0,0,0,0,1
1374,10108,526,3346,521,3960,147781338,0,0,0,0,0,0,0
565,1236,171,359,121,440,147781339,0,0,0,0,0,0,0
1076,578,185,110,128,123,147781342,0,0,0,0,0,0,0
107,28,31,9,34,11,147781352,0,0,0,0,0,0,0
1614,2819,279,1798,231,2638,147781377,0,0,0,0,0,0,1
1622,12546,397,2403,193,1068,147781380,0,0,0,0,0,0,1
62,7,11,1,73,4,147781395,0,0,0,0,0,0,0
159,55,43,18,27,27,147781402,0,0,0,0,0,0,0
106,14,31,4,27,5,147781405,0,0,0,0,0,0,0
94,11,41,4,30,6,147781407,0,0,0,0,0,0,0
464,19,77,6,79,8,147781409,0,0,0,0,0,0,0
257,39,86,13,94,9,147781410,0,0,0,0,0,0,0
199,32,77,13,61,12,147781411,0,0,0,0,0,0,0
3882,28049,1258,16165,1416,7973,147781414,0,0,0,0,0,0,1
678,1859,230,108,94,173,147781419,0,0,0,0,0,0,0
78,3,34,1,23,1,147781427,0,0,0,0,0,0,0
755,10057,317,3828,253,2373,147781432,0,0,0,0,0,0,0
397,39,5,1,6,1,147781438,0,0,0,0,0,0,0
10,4,7,1,10,1,147781442,0,0,0,0,0,0,0
508,1201,92,78,38,105,147781454,0,0,0,0,0,0,0
137,42,33,12,54,19,147781477,0,0,0,0,0,0,0
137,46,116,4,95,2,147781489,0,0,0,0,0,0,0
189,6,1,1,50,13,147781493,0,0,0,0,0,0,0
94,23,34,4,31,5,147781494,0,0,0,0,0,0,0
95,16,34,4,6,2,147781503,0,0,0,0,0,0,0
199,24,28,5,40,6,147781514,0,0,0,0,0,0,0
240,23,87,7,19,3,147781516,0,0,0,0,0,0,0
677,3366,248,1330,240,1142,147781541,0,0,0,0,0,0,0
120,17,85,6,42,5,147781558,0,0,0,0,0,0,0
65,10,26,3,24,3,147781559,0,0,0,0,0,0,0
265,40,51,12,27,11,147781561,0,0,0,0,0,0,0
295,912,86,626,238,684,147781566,0,0,0,0,0,0,0
213,13,47,7,65,16,147781567,0,0,0,0,0,0,0
296,38,52,4,47,3,147781576,0,0,0,0,0,0,0
317,49,90,13,53,12,147781578,0,0,0,0,0,0,0
239,42,71,15,35,6,147781579,0,0,0,0,0,0,0
25,4,31,6,58,12,147781580,0,0,0,0,0,0,0
209,93,31,25,92,13,147781598,0,0,0,0,0,0,0
216,47,66,17,59,13,147781603,0,0,0,0,0,0,0
131,37,44,11,48,21,147781604,0,0,0,0,0,0,0
173,29,45,9,54,10,147781605,0,0,0,0,0,0,0
60,4,180,9,132,9,147781607,0,0,0,0,0,0,0
89,17,28,4,20,4,147781609,0,0,0,0,0,0,0
382,51,42,4,53,5,147781614,0,0,0,0,0,0,0
588,40,46,13,39,13,147781615,0,0,0,0,0,0,0
208,27,46,7,33,5,147781627,0,0,0,0,0,0,0
242,20,113,11,74,8,147781634,0,0,0,0,0,0,0
219,165,38,41,23,13,147781635,0,0,0,0,0,0,0
270,29,100,13,104,11,147781637,0,0,0,0,0,0,0
153,16,49,4,61,5,147781643,0,0,0,0,0,0,0
171,25,59,9,71,8,147781656,0,0,0,0,0,0,0
213,24,52,7,56,7,147781657,0,0,0,0,0,0,0
190,20,178,16,28,4,147781659,0,0,0,0,0,0,0
22,10,4,3,81,9,147781662,0,0,0,0,0,0,0
7563,20924,2972,8131,2892,7055,147781674,0,0,0,0,0,0,0
209,37,58,13,58,13,147781707,0,0,0,0,0,0,0
93,13,50,9,45,7,147781708,0,0,0,0,0,0,0
671,3736,200,1398,56,286,147781726,0,0,0,0,0,0,0
162,23,20,6,34,7,147781729,0,0,0,0,0,0,0
159,21,61,8,51,5,147781735,0,0,0,0,0,0,0
151,43,50,13,48,13,147781737,0,0,0,0,0,0,0
293,21,121,8,135,12,147781745,0,0,0,0,0,0,0
122,16,53,7,54,7,147781747,0,0,0,0,0,0,0
86,9,38,4,104,7,147781748,0,0,0,0,0,0,0
265,39,210,17,151,20,147781749,0,0,0,0,0,0,0
210,21,147,5,44,6,147781750,0,0,0,0,0,0,0
127,18,34,7,37,6,147781751,0,0,0,0,0,0,0
349,17,48,4,94,5,147781752,0,0,0,0,0,0,0
478,1032,154,1310,12,1,147781754,0,0,0,0,0,0,0
118,19,43,6,66,8,147781755,0,0,0,0,0,0,0
41,5,6,1,9,2,147781757,0,0,0,0,0,0,0
109,24,35,8,48,7,147781761,0,0,0,0,0,0,0
2078,2631,745,1023,560,1468,147781764,0,0,0,0,0,0,1
131,21,46,10,36,9,147781771,0,0,0,0,0,0,0
125,15,50,12,48,11,147781772,0,0,0,0,0,0,0
154,16,58,9,65,8,147781779,0,0,0,0,0,0,0
280,58,98,19,124,18,147781781,0,0,0,0,0,0,0
203,28,102,12,85,13,147781784,0,0,0,0,0,0,0
62,7,21,3,28,3,147781790,0,0,0,0,0,0,0
112,25,40,6,40,9,147781804,0,0,0,0,0,0,0
239,37,66,9,38,10,147781812,0,0,0,0,0,0,0
929,3474,323,1372,121,412,147781829,0,0,0,0,0,0,0
260,35,51,11,35,10,147781839,0,0,0,0,0,0,0
118,31,6,1,39,209,147781859,0,0,0,0,0,0,0
151,21,46,9,45,9,147781861,0,0,0,0,0,0,0
881,4780,241,1534,292,1360,147781863,0,0,0,0,0,0,1
200,26,63,9,77,8,147781873,0,0,0,0,0,0,0
170,28,43,10,40,8,147781877,0,0,0,0,0,0,0
186,34,60,11,56,11,147781878,0,0,0,0,0,0,0
271,19,261,16,38,2,147781891,0,0,0,0,0,0,0
143,33,46,14,44,11,147781908,0,0,0,0,0,0,0
5299,7789,3126,6716,2952,4095,147781914,4094,0,2292,283,660,3725,0
135,752,87,364,25,300,147781917,0,0,0,0,0,0,0
167,34,69,14,82,15,147781936,0,0,0,0,0,0,0
312,57,100,17,82,15,147781937,0,0,0,0,0,0,0
193,17,70,6,82,7,147781948,0,0,0,0,0,0,0
389,1355,198,1082,332,2188,147781964,0,0,0,0,0,0,0
160,31,115,25,70,25,147781971,0,0,0,0,0,0,0
4088,3648,952,1648,1489,1498,147781989,1497,0,1108,462,381,967,0
6914,1368,2405,420,2557,1287,147782002,0,0,0,0,0,0,0
4717,5277,2025,2638,2273,5032,147782003,0,0,0,0,0,0,0
868,3612,151,1326,171,1414,147782006,0,0,0,0,0,0,0
4227,12609,230,2359,333,2082,147782028,0,0,0,0,0,0,0
975,8527,334,3350,294,3633,147782029,0,0,0,0,0,0,0
741,5463,201,2566,200,2403,147782033,0,0,0,0,0,0,0
1527,3774,427,1192,406,1193,147782047,0,0,0,0,0,0,0
226,755,50,501,39,250,147782058,0,0,0,0,0,0,0
995,548,669,168,425,118,147782071,0,0,0,0,0,0,0
182,820,86,28,1,1,147782074,0,0,0,0,0,0,0
111,229,16,57,49,82,147782111,0,0,0,0,0,0,0
8050,11447,2341,4096,1659,2441,147782113,0,0,0,0,0,0,0
1178,3752,265,1133,199,1180,147782119,0,0,0,0,0,0,0
532,820,115,292,106,246,147782121,0,0,0,0,0,0,0
3379,17991,880,4887,876,6841,147782129,6825,22,665,1135,211,5628,0
328,675,18,2441,8,884,147782133,0,0,0,0,0,0,1
1102,6433,244,1489,12,7,147782136,0,0,0,0,0,0,0
116,7608,17,40,19,345,147782146,0,0,0,0,0,0,0
160,10479,103,5972,48,2309,147782169,0,0,0,0,0,0,0
456,41,270,9,90,187,147782188,0,0,0,0,0,0,0
299,1615,76,709,79,547,147782189,0,0,0,0,0,0,0
1042,465,218,253,52,53,147782206,0,0,0,0,0,0,0
6800,16165,2221,3101,1959,5813,147782208,0,0,0,0,0,0,0
288,26,112,8,148,13,147782223,0,0,0,0,0,0,0
7892,20791,2745,9821,2010,6424,147782224,6423,0,1419,1768,591,4557,0
495,1362,230,576,149,427,147782242,0,0,0,0,0,0,0
112,14612,86,2227,102,3380,147782246,0,0,0,0,0,0,1
1296,3227,228,1218,409,1612,147782270,0,0,0,0,0,0,0
1382,3845,360,1858,288,847,147782272,0,0,0,0,0,0,0
2419,4987,552,1510,467,1870,147782276,0,0,0,0,0,0,0
1146,3762,450,873,491,672,147782278,0,0,0,0,0,0,0
3740,1614,2281,1413,3119,1035,147782286,0,0,0,0,0,0,0
41,298,23,110,55,286,147782289,0,0,0,0,0,0,0
566,1289,27,133,51,44,147782297,0,0,0,0,0,0,0
5470,10729,1667,4252,1357,3470,147782303,3469,0,1111,442,246,2979,0
4592,1622,2718,856,2972,1332,147782307,0,0,0,0,0,0,1
3126,8448,2075,835,1728,947,147782317,0,0,0,0,0,0,1
3623,7220,1264,4289,1386,2232,147782318,0,0,0,0,0,0,1
784,514,2086,503,1895,425,147782338,0,0,0,0,0,0,0
2551,11032,1043,4584,584,2045,147782349,0,0,0,0,0,0,0
5388,2051,2133,405,2273,552,147782380,0,0,0,0,0,0,0
427,522,303,746,162,254,147782385,0,0,0,0,0,0,0
322,1406,353,570,462,1337,147782390,0,0,0,0,0,0,0
100,74,17,9,20,7,147782394,0,0,0,0,0,0,0
79,750,43,217,14,254,147782411,0,0,0,0,0,0,0
808,1930,542,2727,304,1080,147782412,0,0,0,0,0,0,0
260,752,91,255,159,251,147782417,0,0,0,0,0,0,0
870,1777,218,433,274,434,147782448,0,0,0,0,0,0,0
120,2226,30,532,26,627,147782550,0,0,0,0,0,0,0
77,1908,18,263,56,1117,147782575,0,0,0,0,0,0,0
289,1079,154,466,161,352,147782584,0,0,0,0,0,0,0
1114,7719,384,1365,300,1601,147782588,1600,0,251,287,49,1252,1
861,8014,232,2861,83,2090,147782611,0,0,0,0,0,0,1
288,776,26,38,126,6,147782630,0,0,0,0,0,0,0
886,4474,164,1264,248,1512,147782631,0,0,0,0,0,0,1
2563,1758,531,1570,471,1168,147782672,0,0,0,0,0,0,0
875,8343,234,4238,255,2882,147782701,0,0,0,0,0,0,0
313,2343,319,61,248,2567,147782703,0,0,0,0,0,0,0
1236,1503,289,789,265,705,147782727,0,0,0,0,0,0,1
389,19863,104,3452,24,472,147782731,0,0,0,0,0,0,1
11461,123,4425,433,4680,457,147782756,0,0,0,0,0,0,0
983,102340,373,32293,255,33508,147782810,0,0,0,0,0,0,0
655,1041,180,189,211,333,147782815,332,0,144,99,67,168,0
6856,12728,2176,7893,2094,6486,147782824,0,0,0,0,0,0,1
12119,1185,4302,421,4461,436,147782867,0,0,0,0,0,0,0
13104,140,4724,462,4902,479,147782876,0,0,0,0,0,0,0
12120,122,4323,423,4453,435,147782877,0,0,0,0,0,0,0
8818,121,4494,439,4667,456,147782878,0,0,0,0,0,0,0
1932,662,2995,195,3078,284,147782922,0,0,0,0,0,0,0
309,20746,175,9503,66,9115,147782936,0,0,0,0,0,0,0
257,13685,61,2974,123,6922,147782937,0,0,0,0,0,0,1
778,2486,337,861,325,746,147782940,0,0,0,0,0,0,0
3459,8313,1210,2945,2977,2734,147782947,0,0,0,0,0,0,1
699,21413,257,3886,214,6090,147782964,6089,0,165,1173,49,4884,0
531,1366,449,1231,440,2082,147782978,0,0,0,0,0,0,1
5587,7307,2314,2423,1497,2776,147782988,0,0,0,0,0,0,0
2673,891,110,41,142,288,147782990,0,141,96,43,46,218,0
8487,31533,2144,13993,2354,9777,147783004,0,0,0,0,0,0,0
2067,7671,388,4021,473,3595,147783010,0,0,0,0,0,0,1
1273,7490,258,4529,480,6840,147783014,0,0,0,0,0,0,1
1429,4807,504,1169,650,1258,147783032,0,0,0,0,0,0,1
6507,37686,2683,23391,2517,11861,147783038,11860,0,1809,3066,708,8694,1
263,807,62,180,39,129,147783056,0,0,0,0,0,0,0
1287,1008,383,248,745,84,147783058,0,0,0,0,0,0,0
3442,14451,427,1961,703,3024,147783062,3023,0,501,762,202,2098,0
391,149,354,135,421,291,147783064,0,0,0,0,0,0,0
462,777,186,410,11,1,147783066,0,0,0,0,0,0,0
7452,15926,1991,6386,1880,6126,147783087,0,0,0,0,0,0,1
2797,27258,1345,8184,1328,5855,147783102,0,0,0,0,0,0,1
9014,93,2878,29,2708,27,147783104,0,0,0,0,0,0,0
